Vehicle_ID,Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Safety_Rating,Units_Sold_2024,Warranty_Years,Cost_Per_Km,Estimated_Revenue
2695,Cadillac,Lyriq,2020,"Nickel-metal hydride",69.50,229,CHAdeMO,4.40,108938.53,"Sapphire Blue",Switzerland,3.0,17398,4,475.71,1895312544.94
2696,"Li Auto",MEGA,2020,Zinc-air,35.20,421,"Overhead Pantograph Charging",10.20,82328.55,Burgundy,Switzerland,4.0,15890,3,195.55,1308200659.50
2697,Mini,"Mini Cooper SE",2019,Magnesium-ion,77.90,594,"Vehicle-to-Load (V2L)",11.00,149322.93,Bronze,Japan,3.0,4416,4,251.39,659410058.88
2698,Peugeot,e-208,2016,Sodium-ion,67.90,244,"Battery Swapping",7.60,34293.73,Titanium,Finland,3.0,12130,4,140.55,415982944.90
2699,Acura,"ZDX (with GM Ultium)",2022,Lithium-sulfur,143.50,236,"Battery Swapping",4.60,117907.54,"Cosmic Purple","New Zealand",4.0,8896,3,499.61,1048905475.84
2700,Tesla,"Roadster (upcoming)",2020,Lithium-ion,150.00,560,"Mobile Charging",11.40,123641.63,"Sky Blue",Malaysia,5.0,4682,4,220.79,578890111.66
2701,NIO,ES8,2025,Lead-acid,134.50,354,"Level 2 Charging",11.40,96638.70,Bronze,Netherlands,3.0,7692,4,272.99,743344880.40
2702,Zeekr,"Zeekr 001",2025,"Nickel-metal hydride",121.10,322,"Solar Charging",3.50,50697.52,"Navy Blue",Ireland,3.0,15792,5,157.45,800615235.84
2703,XPeng,P7,2021,Sodium-ion,49.10,353,"Vehicle-to-Home (V2H)",8.30,60725.82,Bronze,Russia,3.0,19215,3,172.03,1166846631.30
2704,NIO,ES6,2025,Nickel-cobalt-aluminum,95.70,111,"Vehicle-to-Load (V2L)",9.70,71172.88,"Midnight Black",Brazil,0.0,13994,5,641.20,995993282.72
2705,"Great Wall Motors","ORA Ballet Cat",2015,Nickel-manganese-cobalt,101.20,172,"Inductive (Wireless) Charging",1.10,110386.88,Black,"South Africa",4.0,18989,3,641.78,2096136464.32
2706,Ford,"F-150 Lightning",2022,Lithium-sulfur,50.10,525,"Vehicle-to-Grid (V2G)",7.10,115933.09,"Stealth Gray",Portugal,0.0,12430,5,220.82,1441048308.70
2707,Ferrari,"Ferrari EV (2025+)",2020,Aluminum-ion,99.40,160,CCS,7.90,50945.32,"Rose Gold",Poland,0.0,3505,5,318.41,178563346.60
2708,Ford,"Explorer EV (Europe)",2024,Aluminum-ion,32.30,322,"Overhead Pantograph Charging",7.30,41506.59,Green,Sweden,5.0,1951,4,128.90,80979357.09
2709,Cadillac,Celestiq,2021,"Flow batteries",76.30,396,"Battery Swapping",2.30,98874.99,Copper,Denmark,5.0,9404,3,249.68,929820405.96
2710,Lotus,Evija,2019,Nickel-cobalt-aluminum,51.50,468,"Vehicle-to-Load (V2L)",3.30,105337.00,"Emerald Green",Hungary,5.0,5875,4,225.08,618854875.00
2711,"Great Wall Motors","ORA Good Cat",2025,Magnesium-ion,30.30,332,"Inductive (Wireless) Charging",9.90,78123.74,Teal,Japan,4.0,19868,3,235.31,1552162466.32
2712,Toyota,"Lexus UX 300e",2025,Lithium-sulfur,107.80,459,"Ultra-Fast Charging (350 kW+)",8.40,47229.96,"Matte Gray",Australia,5.0,17252,5,102.90,814811269.92
2713,Toyota,"Lexus UX 300e",2016,Magnesium-ion,42.30,369,"Vehicle-to-Grid (V2G)",5.60,90771.06,"Aurora Blue",Spain,3.0,9652,3,245.99,876122271.12
2714,Geely,"Geometry C",2017,Zinc-air,69.00,417,"Plug-in Hydrogen Refueling",4.10,130182.07,Copper,France,3.0,4611,3,312.19,600269524.77
2715,Mazda,MX-30,2019,Solid-state,111.60,104,"Vehicle-to-Home (V2H)",9.80,98013.46,Gray,Ireland,4.0,1842,3,942.44,180540793.32
2716,Zeekr,"Zeekr 009",2022,Lead-acid,140.00,249,"Plug-in Hydrogen Refueling",3.10,72912.54,Black,UK,0.0,2603,3,292.82,189791341.62
2717,Jaguar,I-PACE,2023,Lithium-sulfur,68.00,326,"Ultra-Fast Charging (350 kW+)",11.50,40995.43,"Crimson Red","New Zealand",3.0,15111,4,125.75,619481942.73
2718,Ferrari,"SF90 Stradale (PHEV)",2016,Aluminum-ion,143.60,284,"Vehicle-to-Grid (V2G)",11.40,126229.16,"Crimson Red",USA,4.0,6983,4,444.47,881458224.28
2719,Rivian,R1T,2024,Nickel-manganese-cobalt,125.50,437,"Level 2 Charging",1.50,136277.20,White,France,3.0,18074,5,311.85,2463074112.80
2720,Mercedes-Benz,EQE,2025,Aluminum-ion,53.90,100,"Vehicle-to-Grid (V2G)",1.40,92906.18,Pink,Portugal,3.0,10259,3,929.06,953124500.62
2721,Toyota,bZ4X,2020,Lead-acid,113.80,527,"Battery Swapping",10.00,40015.25,Titanium,"United Arab Emirates",0.0,9923,4,75.93,397071325.75
2722,BMW,i3,2020,Lithium-titanate,51.50,135,CCS,7.10,69357.36,Platinum,Indonesia,5.0,6243,5,513.76,432997998.48
2723,Toyota,"Lexus RZ",2022,Zinc-air,76.80,125,"Mobile Charging",3.50,90291.01,Pink,India,0.0,8957,3,722.33,808736576.57
2724,Porsche,"Panamera EV",2021,Calcium-ion,53.90,129,"Plug-in Hydrogen Refueling",7.30,61614.23,"Racing Red",Turkey,4.0,8449,3,477.63,520578629.27
2725,Peugeot,e-2008,2022,Magnesium-ion,84.90,506,CCS,4.00,96969.01,Burgundy,France,0.0,2478,5,191.64,240289206.78
2726,Mahindra,"Born Electric (upcoming range)",2020,Aluminum-ion,83.70,385,NACS,5.10,118562.03,Beige,Hungary,4.0,9142,5,307.95,1083894078.26
2727,Volkswagen,ID.7,2019,Magnesium-ion,38.80,307,"Vehicle-to-Load (V2L)",9.60,32253.88,"Matte White","South Korea",3.0,14360,5,105.06,463165716.80
2728,MG,"MG ES5",2017,Nickel-cobalt-aluminum,86.30,549,"Vehicle-to-Home (V2H)",1.00,47157.55,Red,Indonesia,3.0,14591,4,85.90,688075812.05
2729,Mini,"Mini Aceman",2016,Nickel-manganese-cobalt,104.90,122,"Vehicle-to-Grid (V2G)",6.70,138200.86,"Crimson Red",Vietnam,5.0,15319,4,1132.79,2117098974.34
2730,"Li Auto",L7,2025,Lithium-ion,60.70,162,"Vehicle-to-Home (V2H)",9.50,68693.52,Black,Russia,4.0,3633,5,424.03,249563558.16
2731,Peugeot,e-208,2015,Aluminum-ion,78.30,342,"Battery Swapping",2.60,64073.81,Turquoise,Argentina,4.0,15801,3,187.35,1012430271.81
2732,Zeekr,"Zeekr 007",2022,"Nickel-metal hydride",109.40,409,NACS,9.70,51225.19,"Stealth Gray",Austria,0.0,19394,3,125.24,993461334.86
2733,Jaguar,I-PACE,2017,Nickel-manganese-cobalt,143.80,481,"Overhead Pantograph Charging",7.70,94168.34,"Metallic Silver",Vietnam,5.0,1782,5,195.78,167807981.88
2734,Skoda,"Elroq (upcoming)",2016,"Nickel-metal hydride",109.30,123,"Overhead Pantograph Charging",7.30,127009.04,"Cobalt Blue","Czech Republic",5.0,17478,5,1032.59,2219864001.12
2735,Nissan,Leaf,2017,"Flow batteries",120.60,275,"Plug-in Hydrogen Refueling",9.70,37299.38,"Electric Blue",Indonesia,3.0,4873,4,135.63,181759878.74
2736,Mahindra,XUV400,2016,Calcium-ion,72.40,432,NACS,8.80,118226.92,Cream,Belgium,5.0,11525,5,273.67,1362565253.00
2737,Kia,EV6,2016,Nickel-cobalt-aluminum,77.00,293,"DC Fast Charging (DCFC)",5.50,79602.02,"Matte Green",Thailand,5.0,6319,4,271.68,503005164.38
2738,BMW,iX,2020,"Lithium-iron phosphate",147.50,292,"Vehicle-to-Load (V2L)",2.70,47315.21,Blue,Finland,3.0,18008,3,162.04,852052301.68
2739,NIO,ES7,2015,Zinc-air,77.10,509,"Vehicle-to-Home (V2H)",9.90,128682.82,"Ruby Red","United Arab Emirates",3.0,9421,3,252.81,1212320847.22
2740,Citroen,Ã«-C4,2015,"Flow batteries",20.60,299,"Mobile Charging",6.70,91832.90,"Forest Green",Singapore,3.0,7377,5,307.13,677451303.30
2741,"Faraday Future","FF 91",2025,Lithium-titanate,73.80,462,"Vehicle-to-Load (V2L)",10.70,76057.57,"Matte Green",Belgium,4.0,1669,5,164.63,126940084.33
2742,Rimac,Nevera,2015,Lithium-sulfur,81.10,164,"Vehicle-to-Load (V2L)",8.00,99233.98,"Pearl White",Australia,5.0,1565,4,605.09,155301178.70
2743,Acura,"ZDX (with GM Ultium)",2016,Aluminum-ion,101.00,574,"Mobile Charging",11.00,69408.39,"Aurora Blue",Switzerland,3.0,15883,4,120.92,1102413458.37
2744,Nissan,Ariya,2017,Lead-acid,41.40,266,"Level 1 Charging",5.60,71336.92,"Crimson Red",Norway,4.0,2390,4,268.18,170495238.80
2745,BYD,"Han EV",2016,"Lithium-iron phosphate",62.80,229,"Vehicle-to-Home (V2H)",1.40,126117.03,"Matte Gray",Turkey,3.0,3944,5,550.73,497405566.32
2746,Acura,"ZDX (with GM Ultium)",2016,Lead-acid,23.20,483,"DC Fast Charging (DCFC)",9.90,42219.42,Black,USA,5.0,12244,3,87.41,516934578.48
2747,Pininfarina,Battista,2024,Zinc-air,138.80,208,"Inductive (Wireless) Charging",9.70,48482.98,Tan,Finland,5.0,8691,4,233.09,421365579.18
2748,Volvo,EX90,2024,"Lithium-iron phosphate",25.50,579,CHAdeMO,8.30,51380.09,"Electric Blue",Ireland,3.0,13482,3,88.74,692706373.38
2749,Geely,"Geometry A",2017,Lithium-sulfur,127.80,533,CCS,2.80,54621.98,"Rose Gold",Poland,3.0,18595,3,102.48,1015695718.10
2750,Zeekr,"Zeekr 007",2024,Lithium-sulfur,133.10,320,"Solar Charging",2.90,81302.62,"Sky Blue",Denmark,4.0,19535,4,254.07,1588246681.70
2751,BYD,Dolphin,2023,Magnesium-ion,35.30,116,"Mobile Charging",11.90,139937.62,Beige,Austria,5.0,15693,4,1206.36,2196041070.66
2752,Opel,Corsa-e,2018,"Flow batteries",118.80,165,"Inductive (Wireless) Charging",0.60,48678.54,Platinum,Switzerland,3.0,3396,5,295.02,165312321.84
2753,Ferrari,"Roma PHEV",2015,Magnesium-ion,38.90,113,CHAdeMO,6.20,61020.68,Black,Poland,4.0,16878,4,540.01,1029907037.04
2754,Changan,SL03,2022,"Flow batteries",39.90,121,NACS,5.80,87195.83,"Graphite Gray",Ireland,4.0,6722,4,720.63,586130369.26
2755,"Lucid Motors","Lucid DreamDrive",2015,Calcium-ion,92.10,369,CHAdeMO,2.80,135951.34,Silver,Singapore,5.0,5561,4,368.43,756025401.74
2756,Changan,"Deepal S07",2015,"Flow batteries",109.40,285,CCS,6.50,140663.03,Gray,France,5.0,13566,3,493.55,1908234664.98
2757,XPeng,P5,2023,Aluminum-ion,148.10,189,"DC Fast Charging (DCFC)",10.60,95333.16,"Matte Green",India,4.0,16521,5,504.41,1574999136.36
2758,Lotus,Eletre,2017,Nickel-manganese-cobalt,96.40,259,NACS,4.70,95315.80,Bronze,India,5.0,14732,5,368.01,1404192365.60
2759,Volkswagen,ID.4,2025,Lithium-sulfur,33.10,412,"Vehicle-to-Home (V2H)",11.90,83143.89,"Electric Blue",Canada,5.0,143,5,201.81,11889576.27
2760,Maserati,"GranTurismo Folgore",2019,Lithium-sulfur,138.10,333,"Level 2 Charging",11.40,125800.40,Bronze,"Saudi Arabia",5.0,12358,5,377.78,1554641343.20
2761,Changan,Q05,2025,"Nickel-metal hydride",70.30,193,CCS,3.00,110395.96,"Graphite Gray",Germany,3.0,10491,5,572.00,1158164016.36
2762,Cadillac,"Optiq (upcoming)",2022,"Flow batteries",108.90,213,"Level 1 Charging",6.60,116975.88,White,Switzerland,4.0,7903,4,549.18,924460379.64
2763,Kia,"Niro EV",2021,Lithium-titanate,134.00,369,"Vehicle-to-Load (V2L)",0.80,149154.47,Green,Mexico,3.0,7698,5,404.21,1148191110.06
2764,Renault,"Kangoo E-Tech",2018,Lithium-titanate,30.10,519,NACS,11.70,44333.01,"Aurora Blue",Mexico,4.0,8258,3,85.42,366101996.58
2765,"Lucid Motors","Lucid Air",2022,Lead-acid,40.70,215,"Level 2 Charging",4.50,133682.57,"Aurora Blue",Indonesia,4.0,17067,4,621.78,2281560422.19
2766,Dacia,"Bigster EV (upcoming)",2019,Aluminum-ion,21.80,158,"Mobile Charging",5.60,65316.30,Beige,Italy,5.0,10374,4,413.39,677591296.20
2767,Pininfarina,Battista,2020,Aluminum-ion,64.70,537,"Solar Charging",2.20,70092.04,Burgundy,Vietnam,3.0,15178,3,130.53,1063856983.12
2768,Volkswagen,ID.Buzz,2021,Nickel-manganese-cobalt,100.10,122,"Vehicle-to-Grid (V2G)",8.20,41867.18,"Navy Blue",Spain,3.0,18254,4,343.17,764243503.72
2769,Mini,"Mini Aceman",2023,"Lithium-iron phosphate",148.60,415,CHAdeMO,9.70,130117.93,"Lime Green",Ireland,4.0,13867,5,313.54,1804345335.31
2770,MG,"MG ES5",2017,Zinc-air,73.60,320,"DC Fast Charging (DCFC)",1.20,73248.28,Turquoise,Russia,3.0,16076,5,228.90,1177539349.28
2771,Hyundai,"Ioniq 6",2024,"Nickel-metal hydride",73.40,346,"Ultra-Fast Charging (350 kW+)",7.70,30488.05,Cream,Japan,4.0,9350,4,88.12,285063267.50
2772,Acura,"ZDX (with GM Ultium)",2024,Magnesium-ion,76.40,245,"Level 2 Charging",7.00,132857.50,White,"South Korea",5.0,10586,4,542.28,1406429495.00
2773,Pininfarina,Battista,2018,Lithium-ion,27.10,342,"Battery Swapping",10.30,45635.17,"Racing Red",Russia,3.0,10315,3,133.44,470726778.55
2774,Canoo,MPDV,2017,Sodium-ion,106.50,381,"Vehicle-to-Home (V2H)",8.40,128943.61,Blue,Russia,4.0,12239,4,338.43,1578140842.79
2775,Ferrari,"SF90 Stradale (PHEV)",2015,Lithium-titanate,78.20,421,"Plug-in Hydrogen Refueling",9.10,37887.02,Orange,Russia,5.0,4811,4,89.99,182274453.22
2776,Chevrolet,"Bolt EV",2021,Lithium-sulfur,42.90,334,"Vehicle-to-Grid (V2G)",10.90,60868.22,Magenta,Singapore,4.0,11669,3,182.24,710271259.18
2777,Rimac,Nevera,2019,Nickel-manganese-cobalt,135.50,444,"Battery Swapping",1.40,149516.21,White,Netherlands,5.0,18003,5,336.75,2691740328.63
2778,Renault,"Kangoo E-Tech",2020,Sodium-ion,97.90,560,"Vehicle-to-Load (V2L)",11.10,97653.60,"Racing Red",Norway,4.0,5362,5,174.38,523618603.20
2779,Peugeot,e-2008,2018,Lithium-ion,124.80,150,"Plug-in Hydrogen Refueling",11.10,62853.57,"Crimson Red",Germany,5.0,16220,4,419.02,1019484905.40
2780,Dacia,"Bigster EV (upcoming)",2019,"Flow batteries",120.70,216,"Ultra-Fast Charging (350 kW+)",9.40,147031.83,"Matte Blue",Poland,4.0,9252,5,680.70,1360338491.16
2781,BMW,i4,2022,Nickel-manganese-cobalt,36.80,425,"Plug-in Hydrogen Refueling",8.80,139621.32,"Aurora Blue",Sweden,4.0,3367,5,328.52,470104984.44
2782,VinFast,"VF 6",2021,Nickel-manganese-cobalt,101.60,505,"DC Fast Charging (DCFC)",0.80,101572.39,"Candy Apple Red","United Arab Emirates",5.0,8114,3,201.13,824158372.46
2783,NIO,ES7,2017,Solid-state,36.70,164,"Vehicle-to-Grid (V2G)",4.60,71838.43,"Gun Metal","New Zealand",3.0,9312,5,438.04,668959460.16
2784,Jeep,"Wrangler 4xe (PHEV)",2015,Sodium-ion,103.60,340,"DC Fast Charging (DCFC)",4.70,131834.29,"Matte Black",Spain,4.0,3833,5,387.75,505320833.57
2785,Ford,"F-150 Lightning",2019,"Lithium-iron phosphate",139.50,240,"Level 2 Charging",8.70,86087.78,Black,Turkey,5.0,7842,5,358.70,675100370.76
2786,Pininfarina,Battista,2018,Sodium-ion,141.30,376,"Battery Swapping",10.40,104325.30,"Racing Red","New Zealand",5.0,5358,3,277.46,558974957.40
2787,Acura,"ZDX (with GM Ultium)",2016,"Nickel-metal hydride",71.10,426,CHAdeMO,1.60,109200.84,Green,Hungary,3.0,15217,5,256.34,1661709182.28
2788,Changan,SL03,2022,Lithium-ion,68.10,114,"Vehicle-to-Home (V2H)",0.80,74523.22,"Ruby Red",Germany,4.0,13260,3,653.71,988177897.20
2789,Honda,"Honda e (discontinued)",2025,Calcium-ion,119.20,203,CHAdeMO,5.40,84360.48,White,Russia,4.0,16823,5,415.57,1419196355.04
2790,VinFast,"VF 7",2022,Zinc-air,140.20,355,"Vehicle-to-Load (V2L)",8.10,49569.86,"Ruby Red",Denmark,4.0,18537,3,139.63,918876494.82
2791,"Faraday Future","FF 91",2020,Lithium-sulfur,54.80,543,"Ultra-Fast Charging (350 kW+)",11.80,139737.66,"Candy Apple Red",Singapore,5.0,585,3,257.34,81746531.10
2792,"Li Auto",L9,2016,Sodium-ion,98.40,395,"Mobile Charging",2.40,141422.21,"Candy Apple Red","Saudi Arabia",4.0,7336,3,358.03,1037473332.56
2793,Rivian,R1T,2025,Nickel-manganese-cobalt,94.60,496,"Ultra-Fast Charging (350 kW+)",1.30,109817.05,"Ruby Red",Poland,5.0,13861,5,221.41,1522174130.05
2794,Kia,EV9,2021,Sodium-ion,102.00,172,CCS,9.70,126212.54,Burgundy,Japan,5.0,11690,5,733.79,1475424592.60
2795,Mini,"Mini Cooper SE",2015,Magnesium-ion,20.60,161,CHAdeMO,11.30,57276.58,"Ruby Red","South Korea",3.0,10843,3,355.76,621049956.94
2796,Mahindra,"Born Electric (upcoming range)",2024,"Lithium-iron phosphate",42.20,384,"Vehicle-to-Home (V2H)",7.80,138823.63,"Sky Blue",Netherlands,4.0,6137,3,361.52,851960617.31
2797,XPeng,X9,2025,Zinc-air,81.80,199,"DC Fast Charging (DCFC)",1.40,135812.56,"Pearl White",Spain,5.0,861,4,682.48,116934614.16
2798,Rimac,Nevera,2024,"Lithium-iron phosphate",115.30,258,"Solar Charging",3.40,103044.90,"Cobalt Blue",Canada,5.0,18831,5,399.40,1940438511.90
2799,NIO,ET9,2025,Lithium-sulfur,107.00,383,"Battery Swapping",0.60,98963.93,"Cosmic Purple",Sweden,0.0,11624,4,258.39,1150356722.32
2800,Volvo,EX90,2023,Sodium-ion,20.70,327,"Level 2 Charging",4.20,43176.97,"Matte White",Sweden,3.0,2937,5,132.04,126810760.89
2801,Maserati,"GranTurismo Folgore",2022,"Nickel-metal hydride",149.60,344,"Overhead Pantograph Charging",7.20,62866.65,Titanium,Argentina,5.0,15044,5,182.75,945765882.60
2802,NIO,ET5,2016,Lithium-titanate,63.30,466,"Battery Swapping",3.20,149376.71,"Navy Blue",UK,4.0,14863,4,320.55,2220186040.73
2803,Seat,Avenger,2022,Sodium-ion,74.50,428,"Plug-in Hydrogen Refueling",4.70,84957.78,"Metallic Silver",Italy,3.0,11061,3,198.50,939718004.58
2804,Zeekr,"Zeekr 009",2024,Lithium-ion,123.00,510,CHAdeMO,3.30,36541.85,Burgundy,Poland,4.0,15900,5,71.65,581015415.00
2805,Nissan,Ariya,2016,Calcium-ion,68.80,526,"Mobile Charging",3.00,130494.30,"Sunset Orange",Austria,4.0,5403,5,248.09,705060702.90
2806,Cadillac,Lyriq,2022,Lithium-titanate,88.70,425,"Vehicle-to-Grid (V2G)",2.20,54287.14,"Matte Green",India,3.0,14150,4,127.73,768163031.00
2807,Jaguar,I-PACE,2024,Lithium-ion,48.60,533,"Vehicle-to-Home (V2H)",1.20,99141.60,Bronze,Canada,5.0,15377,4,186.01,1524500383.20
2808,Cadillac,Celestiq,2025,"Lithium-iron phosphate",33.50,394,"Solar Charging",5.20,33873.54,"Sapphire Blue",India,3.0,4873,3,85.97,165065760.42
2809,Cadillac,"Optiq (upcoming)",2018,Lithium-ion,86.70,484,"Vehicle-to-Load (V2L)",6.70,67316.45,"Aurora Blue",Malaysia,4.0,7103,4,139.08,478148744.35
2810,Fisker,"Pear (upcoming)",2023,Lithium-titanate,70.90,451,"Vehicle-to-Grid (V2G)",12.00,83638.99,Gold,Turkey,3.0,18673,5,185.45,1561790860.27
2811,Geely,"Geometry A",2020,Lithium-sulfur,83.50,270,"Overhead Pantograph Charging",0.70,127489.51,"Metallic Silver",Switzerland,0.0,10732,4,472.18,1368217421.32
2812,Geely,"Emgrand EV",2023,Solid-state,56.00,374,NACS,10.90,51901.30,Copper,Thailand,3.0,7863,4,138.77,408099921.90
2813,Hyundai,"Ioniq 7 (upcoming)",2020,Lithium-ion,93.80,443,NACS,8.10,123914.34,"Lime Green",France,5.0,2811,3,279.72,348323209.74
2814,Jaguar,I-PACE,2020,Solid-state,86.60,138,"Ultra-Fast Charging (350 kW+)",4.90,99625.77,Black,Germany,5.0,10003,4,721.93,996556577.31
2815,Cadillac,Celestiq,2015,Magnesium-ion,65.10,512,"DC Fast Charging (DCFC)",4.30,102581.77,"Crimson Red",Finland,3.0,2380,5,200.36,244144612.60
2816,Skoda,Enyaq,2021,Magnesium-ion,129.40,405,"Level 2 Charging",0.70,90063.94,Brown,"South Korea",4.0,10102,3,222.38,909825921.88
2817,Zeekr,"Zeekr 007",2021,Solid-state,33.40,488,"Vehicle-to-Home (V2H)",8.40,130231.16,Bronze,Netherlands,5.0,976,4,266.87,127105612.16
2818,Peugeot,e-3008,2023,"Nickel-metal hydride",56.40,447,"Level 1 Charging",3.40,107703.99,Champagne,Israel,3.0,1097,3,240.95,118151277.03
2819,BMW,iX,2016,Sodium-ion,28.40,502,"Vehicle-to-Grid (V2G)",1.60,71705.89,"Matte Gray",Ireland,5.0,15343,4,142.84,1100183470.27
2820,Honda,"Honda e (discontinued)",2016,Zinc-air,55.20,594,"Overhead Pantograph Charging",10.40,141864.44,"Midnight Black",Argentina,0.0,4465,4,238.83,633424724.60
2821,Volvo,"C40 Recharge",2019,Aluminum-ion,101.00,168,CHAdeMO,5.60,120229.77,"Ice Silver","New Zealand",5.0,5420,4,715.65,651645353.40
2822,MG,"MG4 Electric",2018,Zinc-air,105.60,284,"Overhead Pantograph Charging",3.50,113294.97,Gold,"Saudi Arabia",3.0,3955,4,398.93,448081606.35
2823,Genesis,"GV80 Electric",2022,Nickel-cobalt-aluminum,98.30,498,CCS,8.20,74478.92,Yellow,Switzerland,3.0,5147,3,149.56,383343001.24
2824,"Great Wall Motors","ORA Lightning Cat",2015,Lead-acid,118.60,412,"Vehicle-to-Load (V2L)",3.30,85541.46,"Pearl White",Hungary,4.0,7691,4,207.62,657899368.86
2825,Seat,Avenger,2016,Lithium-titanate,46.60,278,"Vehicle-to-Load (V2L)",9.60,136301.76,Purple,Vietnam,4.0,622,3,490.29,84779694.72
2826,"Li Auto",L9,2020,Magnesium-ion,62.40,367,"Level 2 Charging",12.00,66578.37,"Matte Black",Netherlands,5.0,5217,5,181.41,347339356.29
2827,NIO,ET9,2020,Lithium-titanate,65.10,325,NACS,7.10,134074.90,"Racing Red",Malaysia,5.0,11835,5,412.54,1586776441.50
2828,Changan,Q05,2018,Nickel-cobalt-aluminum,22.50,130,"Overhead Pantograph Charging",4.50,45957.47,"Sky Blue",Italy,4.0,15079,4,353.52,692992690.13
2829,Nissan,Leaf,2016,Sodium-ion,45.70,169,"Vehicle-to-Home (V2H)",9.10,148584.62,"Electric Blue",Poland,4.0,12442,5,879.20,1848689842.04
2830,Maserati,"GranTurismo Folgore",2018,Lithium-titanate,83.40,221,"Vehicle-to-Home (V2H)",11.90,100542.09,"Aurora Blue",USA,5.0,6039,5,454.94,607173681.51
2831,Jeep,"Wrangler 4xe (PHEV)",2017,Lithium-titanate,39.50,500,"Ultra-Fast Charging (350 kW+)",11.80,134265.96,Beige,Mexico,5.0,15948,4,268.53,2141273530.08
2832,Toyota,"Lexus RZ",2020,Solid-state,40.60,267,"Plug-in Hydrogen Refueling",2.30,50283.87,White,"Saudi Arabia",4.0,8401,5,188.33,422434791.87
2833,Toyota,bZ4X,2024,Zinc-air,109.30,297,CCS,2.90,36825.73,Red,"United Arab Emirates",5.0,19419,5,123.99,715118850.87
2834,"Lucid Motors","Lucid DreamDrive",2024,Lithium-sulfur,64.20,118,"Plug-in Hydrogen Refueling",8.10,93513.69,"Matte Black",Sweden,5.0,12376,3,792.49,1157325427.44
2835,Subaru,Solterra,2022,Lead-acid,68.50,353,CCS,9.10,59455.97,"Ruby Red",Denmark,5.0,13604,3,168.43,808839015.88
2836,Rimac,Nevera,2025,Zinc-air,69.80,253,"DC Fast Charging (DCFC)",2.10,68292.46,"Matte Gray","South Africa",5.0,17970,5,269.93,1227215506.20
2837,Citroen,Ami,2021,Magnesium-ion,24.00,135,"DC Fast Charging (DCFC)",10.70,30435.06,Yellow,"Czech Republic",4.0,841,3,225.44,25595885.46
2838,Opel,Mokka-e,2023,Lithium-ion,86.00,270,"Solar Charging",3.50,122384.74,"Electric Blue",Russia,4.0,16198,4,453.28,1982388018.52
2839,"Li Auto",L8,2023,Magnesium-ion,143.90,497,"DC Fast Charging (DCFC)",8.70,39110.76,"Graphite Gray","South Korea",3.0,1528,5,78.69,59761241.28
2840,"Great Wall Motors","ORA Ballet Cat",2022,Sodium-ion,144.60,292,"Battery Swapping",2.50,96638.88,"Matte Gray",Japan,4.0,15160,3,330.96,1465045420.80
2841,Cadillac,Lyriq,2018,Solid-state,36.00,593,"Plug-in Hydrogen Refueling",4.60,113010.36,Magenta,India,3.0,4355,3,190.57,492160117.80
2842,Mahindra,XUV400,2022,Magnesium-ion,117.70,257,NACS,8.60,134239.53,Champagne,Hungary,0.0,10402,5,522.33,1396359591.06
2843,"Faraday Future","FF 91",2015,Nickel-cobalt-aluminum,48.40,538,"Battery Swapping",1.80,71288.36,"Sunset Orange",Netherlands,3.0,18834,4,132.51,1342644972.24
2844,Volvo,"XC40 Recharge",2015,Lithium-ion,146.60,522,"DC Fast Charging (DCFC)",5.80,109057.37,"Midnight Black",Hungary,3.0,6388,5,208.92,696658479.56
2845,Genesis,GV60,2016,"Lithium-iron phosphate",106.10,588,"Level 2 Charging",2.50,132068.60,"Ruby Red","United Arab Emirates",3.0,9084,4,224.61,1199711162.40
2846,GMC,"Hummer EV SUV",2016,Calcium-ion,111.60,517,"Plug-in Hydrogen Refueling",0.90,85850.93,Charcoal,Russia,5.0,18723,5,166.06,1607386962.39
2847,Tesla,"Model Y",2018,Lithium-titanate,109.10,553,"Overhead Pantograph Charging",3.10,145270.93,Turquoise,Germany,3.0,10664,3,262.70,1549169197.52
2848,Chevrolet,"Volt (PHEV)",2024,Lithium-sulfur,69.10,161,"Vehicle-to-Load (V2L)",3.30,135418.32,Turquoise,China,3.0,960,5,841.11,130001587.20
2849,XPeng,P5,2018,Lithium-ion,132.40,578,CHAdeMO,3.90,30014.46,Magenta,UK,4.0,13594,4,51.93,408016569.24
2850,Polestar,"Polestar 3",2024,Lithium-ion,48.90,296,"Ultra-Fast Charging (350 kW+)",8.10,92097.37,Turquoise,"New Zealand",5.0,636,5,311.14,58573927.32
2851,Tesla,"Model S",2023,Lithium-sulfur,33.30,172,"Plug-in Hydrogen Refueling",6.10,35255.94,"Cosmic Purple",Poland,4.0,178,3,204.98,6275557.32
2852,Volvo,EX30,2025,Aluminum-ion,148.10,544,"Overhead Pantograph Charging",6.40,111062.28,"Cosmic Purple","Czech Republic",3.0,16449,3,204.16,1826863443.72
2853,Citroen,Ami,2024,Lithium-ion,38.30,186,"Level 1 Charging",1.60,147304.53,Yellow,Ireland,5.0,3673,4,791.96,541049538.69
2854,Opel,Mokka-e,2015,Nickel-manganese-cobalt,146.00,161,NACS,5.00,138432.79,"Aurora Blue",Brazil,5.0,5226,5,859.83,723449760.54
